Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Northern Grampians (S)","Yarriambiack (S)",25
"Persons, Place of Work","Northern Grampians (S)","POW Capital city undefined (Greater Melbourne)",3
"Persons, Place of Work","Northern Grampians (S)","Unincorporated Vic",0
"Persons, Place of Work","Northern Grampians (S)","POW No Fixed Address (Vic.)",125
"Persons, Place of Work","Northern Grampians (S)","POW State/Territory undefined (Vic.)",148
"Persons, Place of Work","Port Phillip (C)","Alpine (S)",3
"Persons, Place of Work","Port Phillip (C)","Ararat (RC)",3
"Persons, Place of Work","Port Phillip (C)","Ballarat (C)",20
"Persons, Place of Work","Port Phillip (C)","Banyule (C)",218
"Persons, Place of Work","Port Phillip (C)","Bass Coast (S)",25
"Persons, Place of Work","Port Phillip (C)","Baw Baw (S)",8
"Persons, Place of Work","Port Phillip (C)","Bayside (C)",981
"Persons, Place of Work","Port Phillip (C)","Benalla (RC)",0
"Persons, Place of Work","Port Phillip (C)","Boroondara (C)",1401
"Persons, Place of Work","Port Phillip (C)","Brimbank (C)",403
"Persons, Place of Work","Port Phillip (C)","Buloke (S)",0
"Persons, Place of Work","Port Phillip (C)","Campaspe (S)",0
"Persons, Place of Work","Port Phillip (C)","Cardinia (S)",32
"Persons, Place of Work","Port Phillip (C)","Casey (C)",155
"Persons, Place of Work","Port Phillip (C)","Central Goldfields (S)",3
"Persons, Place of Work","Port Phillip (C)","Colac-Otway (S)",3
"Persons, Place of Work","Port Phillip (C)","Corangamite (S)",3
"Persons, Place of Work","Port Phillip (C)","Darebin (C)",334
"Persons, Place of Work","Port Phillip (C)","East Gippsland (S)",3
"Persons, Place of Work","Port Phillip (C)","Frankston (C)",141
"Persons, Place of Work","Port Phillip (C)","Gannawarra (S)",0
"Persons, Place of Work","Port Phillip (C)","Glen Eira (C)",1481
"Persons, Place of Work","Port Phillip (C)","Glenelg (S)",0
"Persons, Place of Work","Port Phillip (C)","Golden Plains (S)",3
"Persons, Place of Work","Port Phillip (C)","Greater Bendigo (C)",22
"Persons, Place of Work","Port Phillip (C)","Greater Dandenong (C)",517
"Persons, Place of Work","Port Phillip (C)","Greater Geelong (C)",134
"Persons, Place of Work","Port Phillip (C)","Greater Shepparton (C)",10
"Persons, Place of Work","Port Phillip (C)","Hepburn (S)",8
"Persons, Place of Work","Port Phillip (C)","Hindmarsh (S)",0
"Persons, Place of Work","Port Phillip (C)","Hobsons Bay (C)",353
"Persons, Place of Work","Port Phillip (C)","Horsham (RC)",0
"Persons, Place of Work","Port Phillip (C)","Hume (C)",640
"Persons, Place of Work","Port Phillip (C)","Indigo (S)",0
"Persons, Place of Work","Port Phillip (C)","Kingston (C)",1086
"Persons, Place of Work","Port Phillip (C)","Knox (C)",241
"Persons, Place of Work","Port Phillip (C)","Latrobe (C)",6
"Persons, Place of Work","Port Phillip (C)","Loddon (S)",0
"Persons, Place of Work","Port Phillip (C)","Macedon Ranges (S)",8
"Persons, Place of Work","Port Phillip (C)","Manningham (C)",108
"Persons, Place of Work","Port Phillip (C)","Mansfield (S)",0
"Persons, Place of Work","Port Phillip (C)","Maribyrnong (C)",498
"Persons, Place of Work","Port Phillip (C)","Maroondah (C)",104
"Persons, Place of Work","Port Phillip (C)","Melbourne (C)",19615
"Persons, Place of Work","Port Phillip (C)","Melton (S)",63
"Persons, Place of Work","Port Phillip (C)","Mildura (RC)",3
"Persons, Place of Work","Port Phillip (C)","Mitchell (S)",6
"Persons, Place of Work","Port Phillip (C)","Moira (S)",0
"Persons, Place of Work","Port Phillip (C)","Monash (C)",1433
"Persons, Place of Work","Port Phillip (C)","Moonee Valley (C)",289
"Persons, Place of Work","Port Phillip (C)","Moorabool (S)",8
"Persons, Place of Work","Port Phillip (C)","Moreland (C)",304
"Persons, Place of Work","Port Phillip (C)","Mornington Peninsula (S)",67
"Persons, Place of Work","Port Phillip (C)","Mount Alexander (S)",0
"Persons, Place of Work","Port Phillip (C)","Moyne (S)",4
"Persons, Place of Work","Port Phillip (C)","Murrindindi (S)",12
"Persons, Place of Work","Port Phillip (C)","Nillumbik (S)",33
"Persons, Place of Work","Port Phillip (C)","Northern Grampians (S)",0
"Persons, Place of Work","Port Phillip (C)","Port Phillip (C)",11844
"Persons, Place of Work","Port Phillip (C)","Pyrenees (S)",0
"Persons, Place of Work","Port Phillip (C)","Queenscliffe (B)",0
"Persons, Place of Work","Port Phillip (C)","South Gippsland (S)",3
"Persons, Place of Work","Port Phillip (C)","Southern Grampians (S)",0
"Persons, Place of Work","Port Phillip (C)","Stonnington (C)",2857
"Persons, Place of Work","Port Phillip (C)","Strathbogie (S)",7
"Persons, Place of Work","Port Phillip (C)","Surf Coast (S)",11
"Persons, Place of Work","Port Phillip (C)","Swan Hill (RC)",0
"Persons, Place of Work","Port Phillip (C)","Towong (S)",0
"Persons, Place of Work","Port Phillip (C)","Wangaratta (RC)",0
"Persons, Place of Work","Port Phillip (C)","Warrnambool (C)",6
"Persons, Place of Work","Port Phillip (C)","Wellington (S)",3
"Persons, Place of Work","Port Phillip (C)","West Wimmera (S)",0
"Persons, Place of Work","Port Phillip (C)","Whitehorse (C)",604
"Persons, Place of Work","Port Phillip (C)","Whittlesea (C)",150
"Persons, Place of Work","Port Phillip (C)","Wodonga (RC)",3
"Persons, Place of Work","Port Phillip (C)","Wyndham (C)",315
"Persons, Place of Work","Port Phillip (C)","Yarra (C)",2740
"Persons, Place of Work","Port Phillip (C)","Yarra Ranges (S)",65
"Persons, Place of Work","Port Phillip (C)","Yarriambiack (S)",0
"Persons, Place of Work","Port Phillip (C)","POW Capital city undefined (Greater Melbourne)",1419
"Persons, Place of Work","Port Phillip (C)","Unincorporated Vic",22
"Persons, Place of Work","Port Phillip (C)","POW No Fixed Address (Vic.)",1273
"Persons, Place of Work","Port Phillip (C)","POW State/Territory undefined (Vic.)",1214
"Persons, Place of Work","Pyrenees (S)","Alpine (S)",0
"Persons, Place of Work","Pyrenees (S)","Ararat (RC)",111
"Persons, Place of Work","Pyrenees (S)","Ballarat (C)",515
"Persons, Place of Work","Pyrenees (S)","Banyule (C)",0
"Persons, Place of Work","Pyrenees (S)","Bass Coast (S)",0
"Persons, Place of Work","Pyrenees (S)","Baw Baw (S)",0
"Persons, Place of Work","Pyrenees (S)","Bayside (C)",0
"Persons, Place of Work","Pyrenees (S)","Benalla (RC)",0
"Persons, Place of Work","Pyrenees (S)","Boroondara (C)",8
"Persons, Place of Work","Pyrenees (S)","Brimbank (C)",0
"Persons, Place of Work","Pyrenees (S)","Buloke (S)",4
"Persons, Place of Work","Pyrenees (S)","Campaspe (S)",0
"Persons, Place of Work","Pyrenees (S)","Cardinia (S)",0
"Persons, Place of Work","Pyrenees (S)","Casey (C)",0
"Persons, Place of Work","Pyrenees (S)","Central Goldfields (S)",122
"Persons, Place of Work","Pyrenees (S)","Colac-Otway (S)",0
"Persons, Place of Work","Pyrenees (S)","Corangamite (S)",28
"Persons, Place of Work","Pyrenees (S)","Darebin (C)",0
"Persons, Place of Work","Pyrenees (S)","East Gippsland (S)",0
"Persons, Place of Work","Pyrenees (S)","Frankston (C)",0
"Persons, Place of Work","Pyrenees (S)","Gannawarra (S)",0
"Persons, Place of Work","Pyrenees (S)","Glen Eira (C)",0
"Persons, Place of Work","Pyrenees (S)","Glenelg (S)",0
"Persons, Place of Work","Pyrenees (S)","Golden Plains (S)",29
"Persons, Place of Work","Pyrenees (S)","Greater Bendigo (C)",10
"Persons, Place of Work","Pyrenees (S)","Greater Dandenong (C)",0
"Persons, Place of Work","Pyrenees (S)","Greater Geelong (C)",8
"Persons, Place of Work","Pyrenees (S)","Greater Shepparton (C)",0
"Persons, Place of Work","Pyrenees (S)","Hepburn (S)",25
"Persons, Place of Work","Pyrenees (S)","Hindmarsh (S)",0
"Persons, Place of Work","Pyrenees (S)","Hobsons Bay (C)",4
"Persons, Place of Work","Pyrenees (S)","Horsham (RC)",0
"Persons, Place of Work","Pyrenees (S)","Hume (C)",4
"Persons, Place of Work","Pyrenees (S)","Indigo (S)",0
"Persons, Place of Work","Pyrenees (S)","Kingston (C)",0
"Persons, Place of Work","Pyrenees (S)","Knox (C)",3
"Persons, Place of Work","Pyrenees (S)","Latrobe (C)",0
"Persons, Place of Work","Pyrenees (S)","Loddon (S)",0
"Persons, Place of Work","Pyrenees (S)","Macedon Ranges (S)",0
"Persons, Place of Work","Pyrenees (S)","Manningham (C)",0
"Persons, Place of Work","Pyrenees (S)","Mansfield (S)",0
"Persons, Place of Work","Pyrenees (S)","Maribyrnong (C)",3
"Persons, Place of Work","Pyrenees (S)","Maroondah (C)",0
"Persons, Place of Work","Pyrenees (S)","Melbourne (C)",18
"Persons, Place of Work","Pyrenees (S)","Melton (S)",3
"Persons, Place of Work","Pyrenees (S)","Mildura (RC)",0
"Persons, Place of Work","Pyrenees (S)","Mitchell (S)",0
"Persons, Place of Work","Pyrenees (S)","Moira (S)",0
"Persons, Place of Work","Pyrenees (S)","Monash (C)",0
"Persons, Place of Work","Pyrenees (S)","Moonee Valley (C)",0
"Persons, Place of Work","Pyrenees (S)","Moorabool (S)",13
"Persons, Place of Work","Pyrenees (S)","Moreland (C)",0
"Persons, Place of Work","Pyrenees (S)","Mornington Peninsula (S)",0
"Persons, Place of Work","Pyrenees (S)","Mount Alexander (S)",6
"Persons, Place of Work","Pyrenees (S)","Moyne (S)",0
"Persons, Place of Work","Pyrenees (S)","Murrindindi (S)",0
"Persons, Place of Work","Pyrenees (S)","Nillumbik (S)",0
"Persons, Place of Work","Pyrenees (S)","Northern Grampians (S)",46
"Persons, Place of Work","Pyrenees (S)","Port Phillip (C)",3
"Persons, Place of Work","Pyrenees (S)","Pyrenees (S)",1246
"Persons, Place of Work","Pyrenees (S)","Queenscliffe (B)",0
"Persons, Place of Work","Pyrenees (S)","South Gippsland (S)",0
"Persons, Place of Work","Pyrenees (S)","Southern Grampians (S)",0
"Persons, Place of Work","Pyrenees (S)","Stonnington (C)",0
"Persons, Place of Work","Pyrenees (S)","Strathbogie (S)",0
"Persons, Place of Work","Pyrenees (S)","Surf Coast (S)",0
"Persons, Place of Work","Pyrenees (S)","Swan Hill (RC)",0
"Persons, Place of Work","Pyrenees (S)","Towong (S)",0
"Persons, Place of Work","Pyrenees (S)","Wangaratta (RC)",0
"Persons, Place of Work","Pyrenees (S)","Warrnambool (C)",0
"Persons, Place of Work","Pyrenees (S)","Wellington (S)",0
"Persons, Place of Work","Pyrenees (S)","West Wimmera (S)",0
"Persons, Place of Work","Pyrenees (S)","Whitehorse (C)",0
"Persons, Place of Work","Pyrenees (S)","Whittlesea (C)",3
"Persons, Place of Work","Pyrenees (S)","Wodonga (RC)",0
"Persons, Place of Work","Pyrenees (S)","Wyndham (C)",3
"Persons, Place of Work","Pyrenees (S)","Yarra (C)",5
"Persons, Place of Work","Pyrenees (S)","Yarra Ranges (S)",0
"Persons, Place of Work","Pyrenees (S)","Yarriambiack (S)",0
"Persons, Place of Work","Pyrenees (S)","POW Capital city undefined (Greater Melbourne)",10
"Persons, Place of Work","Pyrenees (S)","Unincorporated Vic",0
"Persons, Place of Work","Pyrenees (S)","POW No Fixed Address (Vic.)",82
"Persons, Place of Work","Pyrenees (S)","POW State/Territory undefined (Vic.)",182
"Persons, Place of Work","Queenscliffe (B)","Alpine (S)",0
"Persons, Place of Work","Queenscliffe (B)","Ararat (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Ballarat (C)",8
"Persons, Place of Work","Queenscliffe (B)","Banyule (C)",3
"Persons, Place of Work","Queenscliffe (B)","Bass Coast (S)",0
"Persons, Place of Work","Queenscliffe (B)","Baw Baw (S)",0
"Persons, Place of Work","Queenscliffe (B)","Bayside (C)",0
"Persons, Place of Work","Queenscliffe (B)","Benalla (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Boroondara (C)",8
"Persons, Place of Work","Queenscliffe (B)","Brimbank (C)",3
"Persons, Place of Work","Queenscliffe (B)","Buloke (S)",0
"Persons, Place of Work","Queenscliffe (B)","Campaspe (S)",0
"Persons, Place of Work","Queenscliffe (B)","Cardinia (S)",0
"Persons, Place of Work","Queenscliffe (B)","Casey (C)",0
"Persons, Place of Work","Queenscliffe (B)","Central Goldfields (S)",0
"Persons, Place of Work","Queenscliffe (B)","Colac-Otway (S)",3
"Persons, Place of Work","Queenscliffe (B)","Corangamite (S)",0
"Persons, Place of Work","Queenscliffe (B)","Darebin (C)",0
"Persons, Place of Work","Queenscliffe (B)","East Gippsland (S)",0
"Persons, Place of Work","Queenscliffe (B)","Frankston (C)",3
"Persons, Place of Work","Queenscliffe (B)","Gannawarra (S)",0
"Persons, Place of Work","Queenscliffe (B)","Glen Eira (C)",3
"Persons, Place of Work","Queenscliffe (B)","Glenelg (S)",0
"Persons, Place of Work","Queenscliffe (B)","Golden Plains (S)",0
"Persons, Place of Work","Queenscliffe (B)","Greater Bendigo (C)",0
"Persons, Place of Work","Queenscliffe (B)","Greater Dandenong (C)",3
"Persons, Place of Work","Queenscliffe (B)","Greater Geelong (C)",386
"Persons, Place of Work","Queenscliffe (B)","Greater Shepparton (C)",0
"Persons, Place of Work","Queenscliffe (B)","Hepburn (S)",0
"Persons, Place of Work","Queenscliffe (B)","Hindmarsh (S)",0
"Persons, Place of Work","Queenscliffe (B)","Hobsons Bay (C)",6
"Persons, Place of Work","Queenscliffe (B)","Horsham (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Hume (C)",4
"Persons, Place of Work","Queenscliffe (B)","Indigo (S)",0
"Persons, Place of Work","Queenscliffe (B)","Kingston (C)",4
"Persons, Place of Work","Queenscliffe (B)","Knox (C)",0
"Persons, Place of Work","Queenscliffe (B)","Latrobe (C)",0
"Persons, Place of Work","Queenscliffe (B)","Loddon (S)",0
"Persons, Place of Work","Queenscliffe (B)","Macedon Ranges (S)",0
"Persons, Place of Work","Queenscliffe (B)","Manningham (C)",0
"Persons, Place of Work","Queenscliffe (B)","Mansfield (S)",0
"Persons, Place of Work","Queenscliffe (B)","Maribyrnong (C)",0
"Persons, Place of Work","Queenscliffe (B)","Maroondah (C)",0
"Persons, Place of Work","Queenscliffe (B)","Melbourne (C)",44
"Persons, Place of Work","Queenscliffe (B)","Melton (S)",0
"Persons, Place of Work","Queenscliffe (B)","Mildura (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Mitchell (S)",0
"Persons, Place of Work","Queenscliffe (B)","Moira (S)",0
"Persons, Place of Work","Queenscliffe (B)","Monash (C)",3
"Persons, Place of Work","Queenscliffe (B)","Moonee Valley (C)",3
"Persons, Place of Work","Queenscliffe (B)","Moorabool (S)",0
"Persons, Place of Work","Queenscliffe (B)","Moreland (C)",0
"Persons, Place of Work","Queenscliffe (B)","Mornington Peninsula (S)",0
"Persons, Place of Work","Queenscliffe (B)","Mount Alexander (S)",0
"Persons, Place of Work","Queenscliffe (B)","Moyne (S)",0
"Persons, Place of Work","Queenscliffe (B)","Murrindindi (S)",0
"Persons, Place of Work","Queenscliffe (B)","Nillumbik (S)",0
"Persons, Place of Work","Queenscliffe (B)","Northern Grampians (S)",0
"Persons, Place of Work","Queenscliffe (B)","Port Phillip (C)",5
"Persons, Place of Work","Queenscliffe (B)","Pyrenees (S)",0
"Persons, Place of Work","Queenscliffe (B)","Queenscliffe (B)",462
"Persons, Place of Work","Queenscliffe (B)","South Gippsland (S)",0
"Persons, Place of Work","Queenscliffe (B)","Southern Grampians (S)",0
"Persons, Place of Work","Queenscliffe (B)","Stonnington (C)",3
"Persons, Place of Work","Queenscliffe (B)","Strathbogie (S)",0
"Persons, Place of Work","Queenscliffe (B)","Surf Coast (S)",12
"Persons, Place of Work","Queenscliffe (B)","Swan Hill (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Towong (S)",0
"Persons, Place of Work","Queenscliffe (B)","Wangaratta (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Warrnambool (C)",0
"Persons, Place of Work","Queenscliffe (B)","Wellington (S)",0
"Persons, Place of Work","Queenscliffe (B)","West Wimmera (S)",0
"Persons, Place of Work","Queenscliffe (B)","Whitehorse (C)",6
"Persons, Place of Work","Queenscliffe (B)","Whittlesea (C)",0
"Persons, Place of Work","Queenscliffe (B)","Wodonga (RC)",0
"Persons, Place of Work","Queenscliffe (B)","Wyndham (C)",12
"Persons, Place of Work","Queenscliffe (B)","Yarra (C)",8
"Persons, Place of Work","Queenscliffe (B)","Yarra Ranges (S)",0
"Persons, Place of Work","Queenscliffe (B)","Yarriambiack (S)",0
"Persons, Place of Work","Queenscliffe (B)","POW Capital city undefined (Greater Melbourne)",5
"Persons, Place of Work","Queenscliffe (B)","Unincorporated Vic",0
"Persons, Place of Work","Queenscliffe (B)","POW No Fixed Address (Vic.)",36
"Persons, Place of Work","Queenscliffe (B)","POW State/Territory undefined (Vic.)",67
"Persons, Place of Work","South Gippsland (S)","Alpine (S)",0
"Persons, Place of Work","South Gippsland (S)","Ararat (RC)",0
"Persons, Place of Work","South Gippsland (S)","Ballarat (C)",0
"Persons, Place of Work","South Gippsland (S)","Banyule (C)",3
"Persons, Place of Work","South Gippsland (S)","Bass Coast (S)",741
"Persons, Place of Work","South Gippsland (S)","Baw Baw (S)",180
"Persons, Place of Work","South Gippsland (S)","Bayside (C)",3
"Persons, Place of Work","South Gippsland (S)","Benalla (RC)",0
"Persons, Place of Work","South Gippsland (S)","Boroondara (C)",16
"Persons, Place of Work","South Gippsland (S)","Brimbank (C)",8
"Persons, Place of Work","South Gippsland (S)","Buloke (S)",0
"Persons, Place of Work","South Gippsland (S)","Campaspe (S)",0
"Persons, Place of Work","South Gippsland (S)","Cardinia (S)",142
"Persons, Place of Work","South Gippsland (S)","Casey (C)",137
"Persons, Place of Work","South Gippsland (S)","Central Goldfields (S)",0
"Persons, Place of Work","South Gippsland (S)","Colac-Otway (S)",0
"Persons, Place of Work","South Gippsland (S)","Corangamite (S)",0
"Persons, Place of Work","South Gippsland (S)","Darebin (C)",8
"Persons, Place of Work","South Gippsland (S)","East Gippsland (S)",4
"Persons, Place of Work","South Gippsland (S)","Frankston (C)",69
"Persons, Place of Work","South Gippsland (S)","Gannawarra (S)",0
"Persons, Place of Work","South Gippsland (S)","Glen Eira (C)",14
"Persons, Place of Work","South Gippsland (S)","Glenelg (S)",0
"Persons, Place of Work","South Gippsland (S)","Golden Plains (S)",0
"Persons, Place of Work","South Gippsland (S)","Greater Bendigo (C)",0
"Persons, Place of Work","South Gippsland (S)","Greater Dandenong (C)",122
"Persons, Place of Work","South Gippsland (S)","Greater Geelong (C)",4
"Persons, Place of Work","South Gippsland (S)","Greater Shepparton (C)",3
"Persons, Place of Work","South Gippsland (S)","Hepburn (S)",0
"Persons, Place of Work","South Gippsland (S)","Hindmarsh (S)",0
"Persons, Place of Work","South Gippsland (S)","Hobsons Bay (C)",8
"Persons, Place of Work","South Gippsland (S)","Horsham (RC)",0
"Persons, Place of Work","South Gippsland (S)","Hume (C)",3
"Persons, Place of Work","South Gippsland (S)","Indigo (S)",0
"Persons, Place of Work","South Gippsland (S)","Kingston (C)",47
"Persons, Place of Work","South Gippsland (S)","Knox (C)",28
"Persons, Place of Work","South Gippsland (S)","Latrobe (C)",382
"Persons, Place of Work","South Gippsland (S)","Loddon (S)",0
"Persons, Place of Work","South Gippsland (S)","Macedon Ranges (S)",0
"Persons, Place of Work","South Gippsland (S)","Manningham (C)",0
"Persons, Place of Work","South Gippsland (S)","Mansfield (S)",0
"Persons, Place of Work","South Gippsland (S)","Maribyrnong (C)",0
"Persons, Place of Work","South Gippsland (S)","Maroondah (C)",6
"Persons, Place of Work","South Gippsland (S)","Melbourne (C)",105
"Persons, Place of Work","South Gippsland (S)","Melton (S)",4
"Persons, Place of Work","South Gippsland (S)","Mildura (RC)",0
"Persons, Place of Work","South Gippsland (S)","Mitchell (S)",0
"Persons, Place of Work","South Gippsland (S)","Moira (S)",0
"Persons, Place of Work","South Gippsland (S)","Monash (C)",60
"Persons, Place of Work","South Gippsland (S)","Moonee Valley (C)",0
"Persons, Place of Work","South Gippsland (S)","Moorabool (S)",0
"Persons, Place of Work","South Gippsland (S)","Moreland (C)",9
"Persons, Place of Work","South Gippsland (S)","Mornington Peninsula (S)",73
"Persons, Place of Work","South Gippsland (S)","Mount Alexander (S)",5
"Persons, Place of Work","South Gippsland (S)","Moyne (S)",0
"Persons, Place of Work","South Gippsland (S)","Murrindindi (S)",0
"Persons, Place of Work","South Gippsland (S)","Nillumbik (S)",0
"Persons, Place of Work","South Gippsland (S)","Northern Grampians (S)",0
"Persons, Place of Work","South Gippsland (S)","Port Phillip (C)",16
"Persons, Place of Work","South Gippsland (S)","Pyrenees (S)",0
"Persons, Place of Work","South Gippsland (S)","Queenscliffe (B)",0
"Persons, Place of Work","South Gippsland (S)","South Gippsland (S)",8576
"Persons, Place of Work","South Gippsland (S)","Southern Grampians (S)",0
"Persons, Place of Work","South Gippsland (S)","Stonnington (C)",17
"Persons, Place of Work","South Gippsland (S)","Strathbogie (S)",0
"Persons, Place of Work","South Gippsland (S)","Surf Coast (S)",0
"Persons, Place of Work","South Gippsland (S)","Swan Hill (RC)",0
"Persons, Place of Work","South Gippsland (S)","Towong (S)",0
"Persons, Place of Work","South Gippsland (S)","Wangaratta (RC)",0
"Persons, Place of Work","South Gippsland (S)","Warrnambool (C)",0
"Persons, Place of Work","South Gippsland (S)","Wellington (S)",107
"Persons, Place of Work","South Gippsland (S)","West Wimmera (S)",0
"Persons, Place of Work","South Gippsland (S)","Whitehorse (C)",8
"Persons, Place of Work","South Gippsland (S)","Whittlesea (C)",0
"Persons, Place of Work","South Gippsland (S)","Wodonga (RC)",0
"Persons, Place of Work","South Gippsland (S)","Wyndham (C)",3
"Persons, Place of Work","South Gippsland (S)","Yarra (C)",23
"Persons, Place of Work","South Gippsland (S)","Yarra Ranges (S)",4
"Persons, Place of Work","South Gippsland (S)","Yarriambiack (S)",0
"Persons, Place of Work","South Gippsland (S)","POW Capital city undefined (Greater Melbourne)",62
"Persons, Place of Work","South Gippsland (S)","Unincorporated Vic",19
"Persons, Place of Work","South Gippsland (S)","POW No Fixed Address (Vic.)",533
"Persons, Place of Work","South Gippsland (S)","POW State/Territory undefined (Vic.)",468
"Persons, Place of Work","Southern Grampians (S)","Alpine (S)",0
"Persons, Place of Work","Southern Grampians (S)","Ararat (RC)",21
"Persons, Place of Work","Southern Grampians (S)","Ballarat (C)",12
"Persons, Place of Work","Southern Grampians (S)","Banyule (C)",3
"Persons, Place of Work","Southern Grampians (S)","Bass Coast (S)",0
"Persons, Place of Work","Southern Grampians (S)","Baw Baw (S)",0
"Persons, Place of Work","Southern Grampians (S)","Bayside (C)",0
"Persons, Place of Work","Southern Grampians (S)","Benalla (RC)",0
"Persons, Place of Work","Southern Grampians (S)","Boroondara (C)",0
"Persons, Place of Work","Southern Grampians (S)","Brimbank (C)",3
"Persons, Place of Work","Southern Grampians (S)","Buloke (S)",0
"Persons, Place of Work","Southern Grampians (S)","Campaspe (S)",0
"Persons, Place of Work","Southern Grampians (S)","Cardinia (S)",0
"Persons, Place of Work","Southern Grampians (S)","Casey (C)",4
"Persons, Place of Work","Southern Grampians (S)","Central Goldfields (S)",0
"Persons, Place of Work","Southern Grampians (S)","Colac-Otway (S)",3
"Persons, Place of Work","Southern Grampians (S)","Corangamite (S)",8
"Persons, Place of Work","Southern Grampians (S)","Darebin (C)",0
"Persons, Place of Work","Southern Grampians (S)","East Gippsland (S)",0
"Persons, Place of Work","Southern Grampians (S)","Frankston (C)",0
"Persons, Place of Work","Southern Grampians (S)","Gannawarra (S)",0
"Persons, Place of Work","Southern Grampians (S)","Glen Eira (C)",0
"Persons, Place of Work","Southern Grampians (S)","Glenelg (S)",116
"Persons, Place of Work","Southern Grampians (S)","Golden Plains (S)",0
"Persons, Place of Work","Southern Grampians (S)","Greater Bendigo (C)",3
"Persons, Place of Work","Southern Grampians (S)","Greater Dandenong (C)",4
"Persons, Place of Work","Southern Grampians (S)","Greater Geelong (C)",12
"Persons, Place of Work","Southern Grampians (S)","Greater Shepparton (C)",3
"Persons, Place of Work","Southern Grampians (S)","Hepburn (S)",0
"Persons, Place of Work","Southern Grampians (S)","Hindmarsh (S)",3
"Persons, Place of Work","Southern Grampians (S)","Hobsons Bay (C)",0
"Persons, Place of Work","Southern Grampians (S)","Horsham (RC)",30
"Persons, Place of Work","Southern Grampians (S)","Hume (C)",3
"Persons, Place of Work","Southern Grampians (S)","Indigo (S)",0
"Persons, Place of Work","Southern Grampians (S)","Kingston (C)",3
"Persons, Place of Work","Southern Grampians (S)","Knox (C)",0
"Persons, Place of Work","Southern Grampians (S)","Latrobe (C)",0
"Persons, Place of Work","Southern Grampians (S)","Loddon (S)",0
"Persons, Place of Work","Southern Grampians (S)","Macedon Ranges (S)",0
"Persons, Place of Work","Southern Grampians (S)","Manningham (C)",0
"Persons, Place of Work","Southern Grampians (S)","Mansfield (S)",0
"Persons, Place of Work","Southern Grampians (S)","Maribyrnong (C)",0
"Persons, Place of Work","Southern Grampians (S)","Maroondah (C)",0
"Persons, Place of Work","Southern Grampians (S)","Melbourne (C)",10
"Persons, Place of Work","Southern Grampians (S)","Melton (S)",0
"Persons, Place of Work","Southern Grampians (S)","Mildura (RC)",10
"Persons, Place of Work","Southern Grampians (S)","Mitchell (S)",0
"Persons, Place of Work","Southern Grampians (S)","Moira (S)",0
"Persons, Place of Work","Southern Grampians (S)","Monash (C)",0
"Persons, Place of Work","Southern Grampians (S)","Moonee Valley (C)",0
"Persons, Place of Work","Southern Grampians (S)","Moorabool (S)",0
"Persons, Place of Work","Southern Grampians (S)","Moreland (C)",0
"Persons, Place of Work","Southern Grampians (S)","Mornington Peninsula (S)",0
"Persons, Place of Work","Southern Grampians (S)","Mount Alexander (S)",0
"Persons, Place of Work","Southern Grampians (S)","Moyne (S)",55
"Persons, Place of Work","Southern Grampians (S)","Murrindindi (S)",0
"Persons, Place of Work","Southern Grampians (S)","Nillumbik (S)",0
"Persons, Place of Work","Southern Grampians (S)","Northern Grampians (S)",3
"Persons, Place of Work","Southern Grampians (S)","Port Phillip (C)",3
"Persons, Place of Work","Southern Grampians (S)","Pyrenees (S)",0
"Persons, Place of Work","Southern Grampians (S)","Queenscliffe (B)",0
"Persons, Place of Work","Southern Grampians (S)","South Gippsland (S)",0
"Persons, Place of Work","Southern Grampians (S)","Southern Grampians (S)",6340
"Persons, Place of Work","Southern Grampians (S)","Stonnington (C)",4
"Persons, Place of Work","Southern Grampians (S)","Strathbogie (S)",0
"Persons, Place of Work","Southern Grampians (S)","Surf Coast (S)",0
"Persons, Place of Work","Southern Grampians (S)","Swan Hill (RC)",0
"Persons, Place of Work","Southern Grampians (S)","Towong (S)",0
"Persons, Place of Work","Southern Grampians (S)","Wangaratta (RC)",0
"Persons, Place of Work","Southern Grampians (S)","Warrnambool (C)",51
"Persons, Place of Work","Southern Grampians (S)","Wellington (S)",0
"Persons, Place of Work","Southern Grampians (S)","West Wimmera (S)",7
"Persons, Place of Work","Southern Grampians (S)","Whitehorse (C)",0
"Persons, Place of Work","Southern Grampians (S)","Whittlesea (C)",0
"Persons, Place of Work","Southern Grampians (S)","Wodonga (RC)",0
"Persons, Place of Work","Southern Grampians (S)","Wyndham (C)",0
"Persons, Place of Work","Southern Grampians (S)","Yarra (C)",3
"Persons, Place of Work","Southern Grampians (S)","Yarra Ranges (S)",0
"Persons, Place of Work","Southern Grampians (S)","Yarriambiack (S)",0
