Australian Bureau of Statistics

"2011 Census - Counting Employed Persons, Place of Work"
"LGA and Local Government Areas (2011 Boundaries) (POW)"
"Counting: Persons, Place of Work"

Filters:
"Default Summation","Persons, Place of Work"

"Counting","LGA","Local Government Areas (2011 Boundaries) (POW)","Count",
"Persons, Place of Work","Hepburn (S)","Pyrenees (S)",7
"Persons, Place of Work","Hepburn (S)","Queenscliffe (B)",0
"Persons, Place of Work","Hepburn (S)","South Gippsland (S)",0
"Persons, Place of Work","Hepburn (S)","Southern Grampians (S)",0
"Persons, Place of Work","Hepburn (S)","Stonnington (C)",20
"Persons, Place of Work","Hepburn (S)","Strathbogie (S)",0
"Persons, Place of Work","Hepburn (S)","Surf Coast (S)",0
"Persons, Place of Work","Hepburn (S)","Swan Hill (RC)",3
"Persons, Place of Work","Hepburn (S)","Towong (S)",0
"Persons, Place of Work","Hepburn (S)","Wangaratta (RC)",0
"Persons, Place of Work","Hepburn (S)","Warrnambool (C)",0
"Persons, Place of Work","Hepburn (S)","Wellington (S)",0
"Persons, Place of Work","Hepburn (S)","West Wimmera (S)",0
"Persons, Place of Work","Hepburn (S)","Whitehorse (C)",11
"Persons, Place of Work","Hepburn (S)","Whittlesea (C)",11
"Persons, Place of Work","Hepburn (S)","Wodonga (RC)",0
"Persons, Place of Work","Hepburn (S)","Wyndham (C)",30
"Persons, Place of Work","Hepburn (S)","Yarra (C)",27
"Persons, Place of Work","Hepburn (S)","Yarra Ranges (S)",0
"Persons, Place of Work","Hepburn (S)","Yarriambiack (S)",0
"Persons, Place of Work","Hepburn (S)","POW Capital city undefined (Greater Melbourne)",42
"Persons, Place of Work","Hepburn (S)","Unincorporated Vic",3
"Persons, Place of Work","Hepburn (S)","POW No Fixed Address (Vic.)",286
"Persons, Place of Work","Hepburn (S)","POW State/Territory undefined (Vic.)",323
"Persons, Place of Work","Hindmarsh (S)","Alpine (S)",0
"Persons, Place of Work","Hindmarsh (S)","Ararat (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Ballarat (C)",3
"Persons, Place of Work","Hindmarsh (S)","Banyule (C)",0
"Persons, Place of Work","Hindmarsh (S)","Bass Coast (S)",0
"Persons, Place of Work","Hindmarsh (S)","Baw Baw (S)",0
"Persons, Place of Work","Hindmarsh (S)","Bayside (C)",0
"Persons, Place of Work","Hindmarsh (S)","Benalla (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Boroondara (C)",0
"Persons, Place of Work","Hindmarsh (S)","Brimbank (C)",0
"Persons, Place of Work","Hindmarsh (S)","Buloke (S)",0
"Persons, Place of Work","Hindmarsh (S)","Campaspe (S)",0
"Persons, Place of Work","Hindmarsh (S)","Cardinia (S)",0
"Persons, Place of Work","Hindmarsh (S)","Casey (C)",0
"Persons, Place of Work","Hindmarsh (S)","Central Goldfields (S)",0
"Persons, Place of Work","Hindmarsh (S)","Colac-Otway (S)",0
"Persons, Place of Work","Hindmarsh (S)","Corangamite (S)",0
"Persons, Place of Work","Hindmarsh (S)","Darebin (C)",0
"Persons, Place of Work","Hindmarsh (S)","East Gippsland (S)",0
"Persons, Place of Work","Hindmarsh (S)","Frankston (C)",0
"Persons, Place of Work","Hindmarsh (S)","Gannawarra (S)",0
"Persons, Place of Work","Hindmarsh (S)","Glen Eira (C)",0
"Persons, Place of Work","Hindmarsh (S)","Glenelg (S)",0
"Persons, Place of Work","Hindmarsh (S)","Golden Plains (S)",0
"Persons, Place of Work","Hindmarsh (S)","Greater Bendigo (C)",0
"Persons, Place of Work","Hindmarsh (S)","Greater Dandenong (C)",0
"Persons, Place of Work","Hindmarsh (S)","Greater Geelong (C)",0
"Persons, Place of Work","Hindmarsh (S)","Greater Shepparton (C)",0
"Persons, Place of Work","Hindmarsh (S)","Hepburn (S)",0
"Persons, Place of Work","Hindmarsh (S)","Hindmarsh (S)",1918
"Persons, Place of Work","Hindmarsh (S)","Hobsons Bay (C)",0
"Persons, Place of Work","Hindmarsh (S)","Horsham (RC)",153
"Persons, Place of Work","Hindmarsh (S)","Hume (C)",4
"Persons, Place of Work","Hindmarsh (S)","Indigo (S)",0
"Persons, Place of Work","Hindmarsh (S)","Kingston (C)",0
"Persons, Place of Work","Hindmarsh (S)","Knox (C)",0
"Persons, Place of Work","Hindmarsh (S)","Latrobe (C)",0
"Persons, Place of Work","Hindmarsh (S)","Loddon (S)",0
"Persons, Place of Work","Hindmarsh (S)","Macedon Ranges (S)",0
"Persons, Place of Work","Hindmarsh (S)","Manningham (C)",0
"Persons, Place of Work","Hindmarsh (S)","Mansfield (S)",0
"Persons, Place of Work","Hindmarsh (S)","Maribyrnong (C)",0
"Persons, Place of Work","Hindmarsh (S)","Maroondah (C)",0
"Persons, Place of Work","Hindmarsh (S)","Melbourne (C)",3
"Persons, Place of Work","Hindmarsh (S)","Melton (S)",0
"Persons, Place of Work","Hindmarsh (S)","Mildura (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Mitchell (S)",0
"Persons, Place of Work","Hindmarsh (S)","Moira (S)",0
"Persons, Place of Work","Hindmarsh (S)","Monash (C)",6
"Persons, Place of Work","Hindmarsh (S)","Moonee Valley (C)",0
"Persons, Place of Work","Hindmarsh (S)","Moorabool (S)",0
"Persons, Place of Work","Hindmarsh (S)","Moreland (C)",0
"Persons, Place of Work","Hindmarsh (S)","Mornington Peninsula (S)",0
"Persons, Place of Work","Hindmarsh (S)","Mount Alexander (S)",0
"Persons, Place of Work","Hindmarsh (S)","Moyne (S)",0
"Persons, Place of Work","Hindmarsh (S)","Murrindindi (S)",0
"Persons, Place of Work","Hindmarsh (S)","Nillumbik (S)",0
"Persons, Place of Work","Hindmarsh (S)","Northern Grampians (S)",0
"Persons, Place of Work","Hindmarsh (S)","Port Phillip (C)",0
"Persons, Place of Work","Hindmarsh (S)","Pyrenees (S)",0
"Persons, Place of Work","Hindmarsh (S)","Queenscliffe (B)",0
"Persons, Place of Work","Hindmarsh (S)","South Gippsland (S)",0
"Persons, Place of Work","Hindmarsh (S)","Southern Grampians (S)",0
"Persons, Place of Work","Hindmarsh (S)","Stonnington (C)",0
"Persons, Place of Work","Hindmarsh (S)","Strathbogie (S)",0
"Persons, Place of Work","Hindmarsh (S)","Surf Coast (S)",0
"Persons, Place of Work","Hindmarsh (S)","Swan Hill (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Towong (S)",0
"Persons, Place of Work","Hindmarsh (S)","Wangaratta (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Warrnambool (C)",0
"Persons, Place of Work","Hindmarsh (S)","Wellington (S)",0
"Persons, Place of Work","Hindmarsh (S)","West Wimmera (S)",22
"Persons, Place of Work","Hindmarsh (S)","Whitehorse (C)",0
"Persons, Place of Work","Hindmarsh (S)","Whittlesea (C)",0
"Persons, Place of Work","Hindmarsh (S)","Wodonga (RC)",0
"Persons, Place of Work","Hindmarsh (S)","Wyndham (C)",0
"Persons, Place of Work","Hindmarsh (S)","Yarra (C)",0
"Persons, Place of Work","Hindmarsh (S)","Yarra Ranges (S)",0
"Persons, Place of Work","Hindmarsh (S)","Yarriambiack (S)",53
"Persons, Place of Work","Hindmarsh (S)","POW Capital city undefined (Greater Melbourne)",0
"Persons, Place of Work","Hindmarsh (S)","Unincorporated Vic",0
"Persons, Place of Work","Hindmarsh (S)","POW No Fixed Address (Vic.)",68
"Persons, Place of Work","Hindmarsh (S)","POW State/Territory undefined (Vic.)",106
"Persons, Place of Work","Hobsons Bay (C)","Alpine (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Ararat (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Ballarat (C)",21
"Persons, Place of Work","Hobsons Bay (C)","Banyule (C)",113
"Persons, Place of Work","Hobsons Bay (C)","Bass Coast (S)",29
"Persons, Place of Work","Hobsons Bay (C)","Baw Baw (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Bayside (C)",92
"Persons, Place of Work","Hobsons Bay (C)","Benalla (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Boroondara (C)",446
"Persons, Place of Work","Hobsons Bay (C)","Brimbank (C)",2107
"Persons, Place of Work","Hobsons Bay (C)","Buloke (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Campaspe (S)",3
"Persons, Place of Work","Hobsons Bay (C)","Cardinia (S)",9
"Persons, Place of Work","Hobsons Bay (C)","Casey (C)",39
"Persons, Place of Work","Hobsons Bay (C)","Central Goldfields (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Colac-Otway (S)",5
"Persons, Place of Work","Hobsons Bay (C)","Corangamite (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Darebin (C)",227
"Persons, Place of Work","Hobsons Bay (C)","East Gippsland (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Frankston (C)",24
"Persons, Place of Work","Hobsons Bay (C)","Gannawarra (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Glen Eira (C)",153
"Persons, Place of Work","Hobsons Bay (C)","Glenelg (S)",5
"Persons, Place of Work","Hobsons Bay (C)","Golden Plains (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Greater Bendigo (C)",13
"Persons, Place of Work","Hobsons Bay (C)","Greater Dandenong (C)",143
"Persons, Place of Work","Hobsons Bay (C)","Greater Geelong (C)",278
"Persons, Place of Work","Hobsons Bay (C)","Greater Shepparton (C)",3
"Persons, Place of Work","Hobsons Bay (C)","Hepburn (S)",5
"Persons, Place of Work","Hobsons Bay (C)","Hindmarsh (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Hobsons Bay (C)",9321
"Persons, Place of Work","Hobsons Bay (C)","Horsham (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Hume (C)",878
"Persons, Place of Work","Hobsons Bay (C)","Indigo (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Kingston (C)",178
"Persons, Place of Work","Hobsons Bay (C)","Knox (C)",66
"Persons, Place of Work","Hobsons Bay (C)","Latrobe (C)",11
"Persons, Place of Work","Hobsons Bay (C)","Loddon (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Macedon Ranges (S)",14
"Persons, Place of Work","Hobsons Bay (C)","Manningham (C)",51
"Persons, Place of Work","Hobsons Bay (C)","Mansfield (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Maribyrnong (C)",2369
"Persons, Place of Work","Hobsons Bay (C)","Maroondah (C)",32
"Persons, Place of Work","Hobsons Bay (C)","Melbourne (C)",9235
"Persons, Place of Work","Hobsons Bay (C)","Melton (S)",262
"Persons, Place of Work","Hobsons Bay (C)","Mildura (RC)",9
"Persons, Place of Work","Hobsons Bay (C)","Mitchell (S)",12
"Persons, Place of Work","Hobsons Bay (C)","Moira (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Monash (C)",402
"Persons, Place of Work","Hobsons Bay (C)","Moonee Valley (C)",566
"Persons, Place of Work","Hobsons Bay (C)","Moorabool (S)",17
"Persons, Place of Work","Hobsons Bay (C)","Moreland (C)",306
"Persons, Place of Work","Hobsons Bay (C)","Mornington Peninsula (S)",6
"Persons, Place of Work","Hobsons Bay (C)","Mount Alexander (S)",4
"Persons, Place of Work","Hobsons Bay (C)","Moyne (S)",3
"Persons, Place of Work","Hobsons Bay (C)","Murrindindi (S)",3
"Persons, Place of Work","Hobsons Bay (C)","Nillumbik (S)",8
"Persons, Place of Work","Hobsons Bay (C)","Northern Grampians (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Port Phillip (C)",1688
"Persons, Place of Work","Hobsons Bay (C)","Pyrenees (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Queenscliffe (B)",3
"Persons, Place of Work","Hobsons Bay (C)","South Gippsland (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Southern Grampians (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Stonnington (C)",417
"Persons, Place of Work","Hobsons Bay (C)","Strathbogie (S)",3
"Persons, Place of Work","Hobsons Bay (C)","Surf Coast (S)",13
"Persons, Place of Work","Hobsons Bay (C)","Swan Hill (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Towong (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Wangaratta (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Warrnambool (C)",0
"Persons, Place of Work","Hobsons Bay (C)","Wellington (S)",0
"Persons, Place of Work","Hobsons Bay (C)","West Wimmera (S)",0
"Persons, Place of Work","Hobsons Bay (C)","Whitehorse (C)",188
"Persons, Place of Work","Hobsons Bay (C)","Whittlesea (C)",195
"Persons, Place of Work","Hobsons Bay (C)","Wodonga (RC)",0
"Persons, Place of Work","Hobsons Bay (C)","Wyndham (C)",3334
"Persons, Place of Work","Hobsons Bay (C)","Yarra (C)",1016
"Persons, Place of Work","Hobsons Bay (C)","Yarra Ranges (S)",13
"Persons, Place of Work","Hobsons Bay (C)","Yarriambiack (S)",0
"Persons, Place of Work","Hobsons Bay (C)","POW Capital city undefined (Greater Melbourne)",1180
"Persons, Place of Work","Hobsons Bay (C)","Unincorporated Vic",8
"Persons, Place of Work","Hobsons Bay (C)","POW No Fixed Address (Vic.)",1289
"Persons, Place of Work","Hobsons Bay (C)","POW State/Territory undefined (Vic.)",1284
"Persons, Place of Work","Horsham (RC)","Alpine (S)",0
"Persons, Place of Work","Horsham (RC)","Ararat (RC)",3
"Persons, Place of Work","Horsham (RC)","Ballarat (C)",13
"Persons, Place of Work","Horsham (RC)","Banyule (C)",0
"Persons, Place of Work","Horsham (RC)","Bass Coast (S)",0
"Persons, Place of Work","Horsham (RC)","Baw Baw (S)",0
"Persons, Place of Work","Horsham (RC)","Bayside (C)",0
"Persons, Place of Work","Horsham (RC)","Benalla (RC)",0
"Persons, Place of Work","Horsham (RC)","Boroondara (C)",0
"Persons, Place of Work","Horsham (RC)","Brimbank (C)",4
"Persons, Place of Work","Horsham (RC)","Buloke (S)",6
"Persons, Place of Work","Horsham (RC)","Campaspe (S)",0
"Persons, Place of Work","Horsham (RC)","Cardinia (S)",0
"Persons, Place of Work","Horsham (RC)","Casey (C)",0
"Persons, Place of Work","Horsham (RC)","Central Goldfields (S)",0
"Persons, Place of Work","Horsham (RC)","Colac-Otway (S)",0
"Persons, Place of Work","Horsham (RC)","Corangamite (S)",0
"Persons, Place of Work","Horsham (RC)","Darebin (C)",0
"Persons, Place of Work","Horsham (RC)","East Gippsland (S)",0
"Persons, Place of Work","Horsham (RC)","Frankston (C)",0
"Persons, Place of Work","Horsham (RC)","Gannawarra (S)",0
"Persons, Place of Work","Horsham (RC)","Glen Eira (C)",0
"Persons, Place of Work","Horsham (RC)","Glenelg (S)",3
"Persons, Place of Work","Horsham (RC)","Golden Plains (S)",0
"Persons, Place of Work","Horsham (RC)","Greater Bendigo (C)",0
"Persons, Place of Work","Horsham (RC)","Greater Dandenong (C)",0
"Persons, Place of Work","Horsham (RC)","Greater Geelong (C)",8
"Persons, Place of Work","Horsham (RC)","Greater Shepparton (C)",0
"Persons, Place of Work","Horsham (RC)","Hepburn (S)",0
"Persons, Place of Work","Horsham (RC)","Hindmarsh (S)",108
"Persons, Place of Work","Horsham (RC)","Hobsons Bay (C)",3
"Persons, Place of Work","Horsham (RC)","Horsham (RC)",7738
"Persons, Place of Work","Horsham (RC)","Hume (C)",0
"Persons, Place of Work","Horsham (RC)","Indigo (S)",0
"Persons, Place of Work","Horsham (RC)","Kingston (C)",0
"Persons, Place of Work","Horsham (RC)","Knox (C)",0
"Persons, Place of Work","Horsham (RC)","Latrobe (C)",0
"Persons, Place of Work","Horsham (RC)","Loddon (S)",0
"Persons, Place of Work","Horsham (RC)","Macedon Ranges (S)",0
"Persons, Place of Work","Horsham (RC)","Manningham (C)",0
"Persons, Place of Work","Horsham (RC)","Mansfield (S)",0
"Persons, Place of Work","Horsham (RC)","Maribyrnong (C)",0
"Persons, Place of Work","Horsham (RC)","Maroondah (C)",0
"Persons, Place of Work","Horsham (RC)","Melbourne (C)",6
"Persons, Place of Work","Horsham (RC)","Melton (S)",0
"Persons, Place of Work","Horsham (RC)","Mildura (RC)",3
"Persons, Place of Work","Horsham (RC)","Mitchell (S)",0
"Persons, Place of Work","Horsham (RC)","Moira (S)",0
"Persons, Place of Work","Horsham (RC)","Monash (C)",3
"Persons, Place of Work","Horsham (RC)","Moonee Valley (C)",0
"Persons, Place of Work","Horsham (RC)","Moorabool (S)",0
"Persons, Place of Work","Horsham (RC)","Moreland (C)",0
"Persons, Place of Work","Horsham (RC)","Mornington Peninsula (S)",0
"Persons, Place of Work","Horsham (RC)","Mount Alexander (S)",0
"Persons, Place of Work","Horsham (RC)","Moyne (S)",0
"Persons, Place of Work","Horsham (RC)","Murrindindi (S)",0
"Persons, Place of Work","Horsham (RC)","Nillumbik (S)",0
"Persons, Place of Work","Horsham (RC)","Northern Grampians (S)",50
"Persons, Place of Work","Horsham (RC)","Port Phillip (C)",0
"Persons, Place of Work","Horsham (RC)","Pyrenees (S)",0
"Persons, Place of Work","Horsham (RC)","Queenscliffe (B)",0
"Persons, Place of Work","Horsham (RC)","South Gippsland (S)",0
"Persons, Place of Work","Horsham (RC)","Southern Grampians (S)",29
"Persons, Place of Work","Horsham (RC)","Stonnington (C)",3
"Persons, Place of Work","Horsham (RC)","Strathbogie (S)",0
"Persons, Place of Work","Horsham (RC)","Surf Coast (S)",0
"Persons, Place of Work","Horsham (RC)","Swan Hill (RC)",0
"Persons, Place of Work","Horsham (RC)","Towong (S)",0
"Persons, Place of Work","Horsham (RC)","Wangaratta (RC)",0
"Persons, Place of Work","Horsham (RC)","Warrnambool (C)",4
"Persons, Place of Work","Horsham (RC)","Wellington (S)",0
"Persons, Place of Work","Horsham (RC)","West Wimmera (S)",27
"Persons, Place of Work","Horsham (RC)","Whitehorse (C)",0
"Persons, Place of Work","Horsham (RC)","Whittlesea (C)",0
"Persons, Place of Work","Horsham (RC)","Wodonga (RC)",0
"Persons, Place of Work","Horsham (RC)","Wyndham (C)",3
"Persons, Place of Work","Horsham (RC)","Yarra (C)",3
"Persons, Place of Work","Horsham (RC)","Yarra Ranges (S)",0
"Persons, Place of Work","Horsham (RC)","Yarriambiack (S)",171
"Persons, Place of Work","Horsham (RC)","POW Capital city undefined (Greater Melbourne)",3
"Persons, Place of Work","Horsham (RC)","Unincorporated Vic",0
"Persons, Place of Work","Horsham (RC)","POW No Fixed Address (Vic.)",276
"Persons, Place of Work","Horsham (RC)","POW State/Territory undefined (Vic.)",427
"Persons, Place of Work","Hume (C)","Alpine (S)",0
"Persons, Place of Work","Hume (C)","Ararat (RC)",3
"Persons, Place of Work","Hume (C)","Ballarat (C)",25
"Persons, Place of Work","Hume (C)","Banyule (C)",839
"Persons, Place of Work","Hume (C)","Bass Coast (S)",16
"Persons, Place of Work","Hume (C)","Baw Baw (S)",0
"Persons, Place of Work","Hume (C)","Bayside (C)",55
"Persons, Place of Work","Hume (C)","Benalla (RC)",0
"Persons, Place of Work","Hume (C)","Boroondara (C)",450
"Persons, Place of Work","Hume (C)","Brimbank (C)",3541
"Persons, Place of Work","Hume (C)","Buloke (S)",4
"Persons, Place of Work","Hume (C)","Campaspe (S)",3
"Persons, Place of Work","Hume (C)","Cardinia (S)",3
"Persons, Place of Work","Hume (C)","Casey (C)",52
"Persons, Place of Work","Hume (C)","Central Goldfields (S)",3
"Persons, Place of Work","Hume (C)","Colac-Otway (S)",0
"Persons, Place of Work","Hume (C)","Corangamite (S)",3
"Persons, Place of Work","Hume (C)","Darebin (C)",1913
